EmployeeNumber,Over18,StandardHours,Age,Department,JobRole,BusinessTravel,MaritalStatus,MonthlyIncome,WorkLifeBalance,YearsAtCompany,JobSatisfaction,PerformanceRating,Attrition
888,Y,80,55,Research & Development,Manufacturing Director,Non-Travel,Single,19487,3,3,4,3,No
889,Y,80,54,Sales,Manufacturing Director,Travel_Rarely,Divorced,9520,2,19,3,4,No
890,Y,80,28,Research & Development,Sales Executive,Non-Travel,Married,7409,4,7,1,3,No
891,Y,80,53,Research & Development,Sales Executive,Travel_Rarely,Single,11670,4,16,3,3,No
892,Y,80,30,Human Resources,Manager,Non-Travel,Married,14106,1,7,2,3,No
893,Y,80,20,Human Resources,Research Scientist,Travel_Rarely,Divorced,13934,1,0,1,3,No
894,Y,80,50,Sales,Research Scientist,Travel_Frequently,Divorced,9869,2,19,2,3,No
895,Y,80,23,Sales,Manager,Travel_Rarely,Single,4956,1,1,2,3,No
896,Y,80,27,Research & Development,Manager,Travel_Rarely,Divorced,12766,4,3,2,4,Yes
897,Y,80,22,Research & Development,Manufacturing Director,Travel_Rarely,Single,12086,3,0,1,3,No
898,Y,80,40,Sales,Manager,Non-Travel,Married,12435,3,6,1,3,No
899,Y,80,27,Research & Development,Laboratory Technician,Non-Travel,Single,18412,2,0,4,3,No
900,Y,80,19,Research & Development,Research Scientist,Non-Travel,Single,12255,3,8,1,3,Yes
901,Y,80,30,Human Resources,Manager,Travel_Frequently,Married,11638,1,2,3,3,No
902,Y,80,57,Sales,Laboratory Technician,Travel_Frequently,Single,9756,1,11,2,3,Yes
903,Y,80,19,Research & Development,Laboratory Technician,Travel_Rarely,Single,13856,1,18,4,3,No
904,Y,80,37,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,17764,1,14,1,3,No
905,Y,80,18,Research & Development,Laboratory Technician,Travel_Rarely,Married,5602,2,15,2,3,No
906,Y,80,54,Research & Development,Manufacturing Director,Travel_Rarely,Single,7062,3,9,1,3,No
907,Y,80,26,Research & Development,Laboratory Technician,Travel_Rarely,Married,13877,4,5,4,3,No
908,Y,80,34,Sales,Manufacturing Director,Travel_Frequently,Married,9244,3,16,1,3,Yes
909,Y,80,26,Research & Development,Manufacturing Director,Non-Travel,Single,8372,1,16,1,4,No
910,Y,80,28,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,9105,4,18,2,3,No
911,Y,80,32,Sales,Research Scientist,Travel_Rarely,Married,14229,2,17,3,3,No
912,Y,80,41,Research & Development,Laboratory Technician,Travel_Rarely,Single,18956,1,10,1,4,No
913,Y,80,55,Sales,Laboratory Technician,Travel_Frequently,Married,9705,1,6,4,3,No
914,Y,80,52,Sales,Laboratory Technician,Travel_Rarely,Divorced,15894,4,9,1,4,No
915,Y,80,47,Research & Development,Research Scientist,Travel_Rarely,Divorced,14280,2,6,1,3,No
916,Y,80,48,Research & Development,Sales Executive,Travel_Frequently,Divorced,2614,4,4,3,3,No
917,Y,80,22,Research & Development,Sales Executive,Travel_Frequently,Single,6050,2,11,2,3,Yes
918,Y,80,31,Sales,Manufacturing Director,Travel_Frequently,Single,18709,1,15,4,4,No
919,Y,80,28,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,17722,3,17,2,3,No
920,Y,80,26,Sales,Research Scientist,Travel_Rarely,Single,17210,1,2,2,4,No
921,Y,80,51,Research & Development,Manager,Non-Travel,Divorced,18742,3,19,2,3,No
922,Y,80,29,Human Resources,Sales Executive,Non-Travel,Single,5777,3,14,1,4,No
923,Y,80,52,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,7906,2,4,3,3,Yes
924,Y,80,52,Research & Development,Sales Executive,Non-Travel,Married,3721,4,12,1,3,Yes
925,Y,80,18,Research & Development,Research Scientist,Travel_Rarely,Divorced,19733,2,18,4,4,No
926,Y,80,57,Research & Development,Research Scientist,Non-Travel,Divorced,5896,1,11,3,4,No
927,Y,80,39,Research & Development,Manager,Travel_Rarely,Single,8941,4,4,2,3,No
928,Y,80,46,Research & Development,Manager,Travel_Frequently,Single,15464,3,5,3,3,No
929,Y,80,25,Research & Development,Research Scientist,Travel_Frequently,Single,7246,3,6,4,3,No
930,Y,80,28,Sales,Manufacturing Director,Travel_Rarely,Single,10384,1,9,1,3,No
931,Y,80,58,Sales,Sales Executive,Non-Travel,Single,17369,4,15,1,3,No
932,Y,80,54,Research & Development,Laboratory Technician,Travel_Frequently,Single,18475,1,7,2,3,No
933,Y,80,31,Sales,Manager,Travel_Frequently,Married,15644,1,8,1,3,No
934,Y,80,47,Sales,Laboratory Technician,Non-Travel,Divorced,13108,2,3,1,3,No
935,Y,80,52,Human Resources,Manufacturing Director,Non-Travel,Divorced,10128,1,7,4,3,No
936,Y,80,38,Research & Development,Manager,Travel_Rarely,Divorced,19459,4,6,3,3,Yes
937,Y,80,54,Research & Development,Laboratory Technician,Non-Travel,Married,10168,1,14,1,3,No
938,Y,80,22,Research & Development,Manufacturing Director,Non-Travel,Divorced,8861,4,2,4,3,Yes
939,Y,80,36,Research & Development,Sales Executive,Non-Travel,Married,10990,3,16,4,3,Yes
940,Y,80,31,Sales,Manufacturing Director,Travel_Rarely,Married,15750,1,10,2,3,Yes
941,Y,80,43,Research & Development,Manager,Travel_Rarely,Married,18988,4,8,4,3,No
942,Y,80,21,Sales,Research Scientist,Travel_Frequently,Divorced,4979,3,4,2,4,No
943,Y,80,42,Research & Development,Sales Executive,Travel_Rarely,Married,9065,4,9,1,3,No
944,Y,80,59,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,6916,3,14,2,4,No
945,Y,80,42,Research & Development,Manager,Non-Travel,Divorced,2597,2,13,4,3,No
946,Y,80,35,Research & Development,Research Scientist,Travel_Frequently,Single,7622,1,3,3,3,No
947,Y,80,57,Research & Development,Manufacturing Director,Travel_Frequently,Single,14164,1,19,3,3,No
948,Y,80,25,Sales,Research Scientist,Non-Travel,Married,3699,3,1,1,3,No
949,Y,80,56,Research & Development,Manager,Travel_Frequently,Married,19100,2,11,1,3,No
950,Y,80,57,Sales,Manager,Travel_Rarely,Divorced,15429,4,0,3,3,No
951,Y,80,31,Sales,Research Scientist,Travel_Rarely,Married,15796,2,19,2,3,No
952,Y,80,49,Sales,Manufacturing Director,Travel_Rarely,Married,6086,4,4,1,3,No
953,Y,80,55,Research & Development,Research Scientist,Travel_Rarely,Divorced,2665,4,5,4,3,No
954,Y,80,50,Research & Development,Manager,Travel_Frequently,Married,16605,1,10,1,3,No
955,Y,80,40,Sales,Manager,Travel_Frequently,Married,19463,3,7,2,3,No
956,Y,80,32,Research & Development,Laboratory Technician,Non-Travel,Divorced,10419,1,6,1,4,No
957,Y,80,50,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,17184,1,3,4,3,No
958,Y,80,42,Sales,Sales Executive,Travel_Frequently,Single,3069,1,5,4,3,No
959,Y,80,34,Research & Development,Manager,Travel_Frequently,Divorced,7263,4,15,4,3,No
960,Y,80,50,Research & Development,Laboratory Technician,Non-Travel,Single,18109,1,19,2,4,Yes
961,Y,80,19,Research & Development,Research Scientist,Travel_Rarely,Married,9951,4,14,2,3,No
962,Y,80,31,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,14919,3,13,4,3,No
963,Y,80,57,Sales,Research Scientist,Non-Travel,Divorced,3363,4,11,4,3,No
964,Y,80,57,Research & Development,Manufacturing Director,Non-Travel,Divorced,6508,4,11,2,3,No
965,Y,80,56,Research & Development,Laboratory Technician,Non-Travel,Married,3755,2,15,2,3,No
966,Y,80,23,Research & Development,Sales Executive,Travel_Rarely,Single,2519,1,14,2,3,No
967,Y,80,23,Sales,Research Scientist,Travel_Frequently,Married,13736,1,12,3,4,No
968,Y,80,20,Research & Development,Research Scientist,Non-Travel,Married,12514,1,10,2,3,No
969,Y,80,24,Research & Development,Research Scientist,Travel_Rarely,Divorced,16688,1,16,4,3,No
970,Y,80,25,Sales,Manufacturing Director,Non-Travel,Single,9233,2,14,3,3,No
971,Y,80,59,Research & Development,Laboratory Technician,Non-Travel,Married,3102,2,13,2,3,No
972,Y,80,32,Research & Development,Research Scientist,Non-Travel,Divorced,2597,2,9,4,3,No
973,Y,80,46,Research & Development,Research Scientist,Non-Travel,Married,15947,2,11,1,3,No
974,Y,80,50,Research & Development,Sales Executive,Non-Travel,Married,14241,1,15,3,3,Yes
975,Y,80,47,Research & Development,Sales Executive,Travel_Rarely,Divorced,7781,4,14,4,3,No
976,Y,80,56,Human Resources,Laboratory Technician,Travel_Frequently,Divorced,12797,3,9,1,3,No
977,Y,80,44,Research & Development,Laboratory Technician,Travel_Frequently,Single,8256,2,3,4,3,Yes
978,Y,80,53,Sales,Manager,Travel_Frequently,Married,12380,4,8,2,3,No
979,Y,80,46,Research & Development,Sales Executive,Travel_Frequently,Divorced,10780,2,19,2,3,No
980,Y,80,55,Research & Development,Manager,Travel_Rarely,Divorced,8554,1,8,1,3,No
981,Y,80,50,Human Resources,Manufacturing Director,Travel_Rarely,Single,14664,1,19,2,3,No
982,Y,80,54,Research & Development,Manager,Travel_Rarely,Single,11599,4,10,4,3,No
983,Y,80,44,Sales,Research Scientist,Non-Travel,Divorced,17511,4,10,1,3,Yes
984,Y,80,50,Research & Development,Manager,Non-Travel,Single,6846,4,6,4,3,No
985,Y,80,21,Research & Development,Laboratory Technician,Non-Travel,Divorced,8605,1,9,4,3,No
986,Y,80,39,Human Resources,Manufacturing Director,Travel_Frequently,Married,12251,1,3,4,4,No
987,Y,80,19,Human Resources,Research Scientist,Non-Travel,Single,18043,3,4,2,3,No
988,Y,80,27,Research & Development,Manager,Travel_Frequently,Married,14764,4,4,2,3,No
989,Y,80,22,Sales,Manufacturing Director,Non-Travel,Married,4986,3,10,4,3,No
990,Y,80,27,Research & Development,Manufacturing Director,Travel_Frequently,Married,2400,2,8,3,3,Yes
991,Y,80,50,Sales,Research Scientist,Non-Travel,Divorced,12416,3,15,4,4,No
992,Y,80,55,Sales,Manager,Non-Travel,Married,5412,2,8,4,3,No
993,Y,80,30,Research & Development,Manufacturing Director,Travel_Rarely,Married,18440,2,3,1,3,No
994,Y,80,48,Sales,Manufacturing Director,Non-Travel,Married,3875,3,1,4,3,No
995,Y,80,53,Research & Development,Sales Executive,Non-Travel,Divorced,6298,4,13,2,4,No
996,Y,80,41,Human Resources,Manufacturing Director,Travel_Rarely,Married,5768,2,2,1,3,No
997,Y,80,32,Research & Development,Sales Executive,Travel_Frequently,Married,7752,4,17,3,4,No
998,Y,80,46,Sales,Manager,Travel_Rarely,Single,14489,1,5,1,3,No
999,Y,80,25,Human Resources,Manager,Travel_Rarely,Divorced,3353,2,10,3,3,No
1000,Y,80,22,Sales,Manager,Travel_Frequently,Married,8597,1,17,1,3,No
1001,Y,80,46,Research & Development,Laboratory Technician,Non-Travel,Single,16691,3,11,1,4,No
1002,Y,80,21,Human Resources,Manager,Travel_Frequently,Divorced,6311,4,4,3,4,No
1003,Y,80,29,Human Resources,Manufacturing Director,Non-Travel,Divorced,17307,3,8,2,3,No
1004,Y,80,19,Research & Development,Research Scientist,Non-Travel,Divorced,12794,2,19,2,3,Yes
1005,Y,80,44,Research & Development,Sales Executive,Travel_Frequently,Divorced,4934,1,17,2,3,No
1006,Y,80,48,Sales,Laboratory Technician,Travel_Rarely,Divorced,18406,2,18,1,3,No
1007,Y,80,53,Research & Development,Manager,Travel_Frequently,Divorced,12394,3,2,4,3,Yes
1008,Y,80,53,Research & Development,Manager,Non-Travel,Married,19593,4,8,1,3,Yes
1009,Y,80,43,Research & Development,Research Scientist,Travel_Frequently,Married,10940,4,3,4,3,No
1010,Y,80,44,Sales,Research Scientist,Travel_Frequently,Married,19188,2,16,4,3,No
1011,Y,80,22,Sales,Laboratory Technician,Non-Travel,Married,10325,2,16,2,3,No
1012,Y,80,37,Sales,Sales Executive,Travel_Rarely,Single,12629,1,1,4,3,No
1013,Y,80,28,Research & Development,Manager,Travel_Frequently,Married,7141,3,8,1,4,No
1014,Y,80,27,Research & Development,Laboratory Technician,Non-Travel,Divorced,5671,2,8,1,3,No
1015,Y,80,57,Human Resources,Manufacturing Director,Non-Travel,Married,9292,1,4,2,3,No
1016,Y,80,55,Research & Development,Manufacturing Director,Travel_Frequently,Married,17438,2,14,3,3,No
1017,Y,80,23,Sales,Laboratory Technician,Travel_Rarely,Divorced,14231,4,14,1,3,No
1018,Y,80,25,Research & Development,Manager,Travel_Frequently,Married,16511,1,2,4,3,No
1019,Y,80,40,Research & Development,Laboratory Technician,Travel_Rarely,Married,13109,1,18,1,3,No
1020,Y,80,43,Research & Development,Manager,Travel_Rarely,Married,10444,2,2,1,3,No
1021,Y,80,29,Research & Development,Research Scientist,Travel_Rarely,Single,17605,3,5,1,4,No
1022,Y,80,43,Research & Development,Laboratory Technician,Travel_Rarely,Married,15026,4,3,3,3,No
1023,Y,80,30,Research & Development,Manager,Travel_Frequently,Divorced,11321,3,12,4,3,No
1024,Y,80,57,Sales,Laboratory Technician,Non-Travel,Divorced,7435,1,12,2,4,No
1025,Y,80,35,Sales,Laboratory Technician,Non-Travel,Married,10493,3,10,1,3,No
1026,Y,80,42,Research & Development,Manager,Non-Travel,Married,8691,1,4,4,3,Yes
1027,Y,80,50,Sales,Manager,Non-Travel,Married,4763,3,0,4,4,No
1028,Y,80,57,Research & Development,Sales Executive,Non-Travel,Divorced,5241,2,8,2,3,No
1029,Y,80,29,Sales,Laboratory Technician,Non-Travel,Divorced,5057,3,16,1,3,No
1030,Y,80,53,Research & Development,Manufacturing Director,Travel_Frequently,Single,18934,1,0,3,4,Yes
1031,Y,80,21,Sales,Laboratory Technician,Travel_Rarely,Single,7574,4,2,4,3,No
1032,Y,80,22,Research & Development,Laboratory Technician,Non-Travel,Single,7411,4,14,2,4,No
1033,Y,80,54,Human Resources,Manager,Travel_Frequently,Divorced,3587,4,9,3,3,No
1034,Y,80,25,Sales,Laboratory Technician,Non-Travel,Single,12014,1,7,4,3,No
1035,Y,80,59,Sales,Laboratory Technician,Non-Travel,Married,7920,3,11,1,3,No
1036,Y,80,45,Research & Development,Manufacturing Director,Travel_Rarely,Married,13688,4,14,4,4,No
1037,Y,80,48,Research & Development,Manager,Travel_Rarely,Divorced,6409,4,8,3,3,No
1038,Y,80,26,Sales,Laboratory Technician,Travel_Rarely,Single,7783,4,9,3,3,No
1039,Y,80,46,Research & Development,Research Scientist,Non-Travel,Married,2712,2,19,1,3,No
1040,Y,80,31,Sales,Sales Executive,Non-Travel,Divorced,7406,1,8,1,3,No
1041,Y,80,57,Research & Development,Manufacturing Director,Non-Travel,Single,14041,1,14,2,3,No
1042,Y,80,58,Research & Development,Laboratory Technician,Travel_Rarely,Married,4433,1,0,1,4,No
1043,Y,80,39,Research & Development,Research Scientist,Travel_Frequently,Single,5301,1,1,2,3,No
1044,Y,80,28,Human Resources,Laboratory Technician,Non-Travel,Divorced,18654,1,18,3,3,No
1045,Y,80,40,Sales,Laboratory Technician,Non-Travel,Single,13586,2,13,3,3,No
1046,Y,80,18,Research & Development,Manager,Non-Travel,Divorced,19463,3,7,4,3,No
1047,Y,80,54,Sales,Manager,Travel_Frequently,Single,7322,2,5,4,3,No
1048,Y,80,38,Research & Development,Manager,Non-Travel,Married,15932,4,11,2,3,No
1049,Y,80,43,Research & Development,Research Scientist,Travel_Frequently,Divorced,7257,2,14,1,3,No
1050,Y,80,53,Research & Development,Laboratory Technician,Non-Travel,Divorced,15733,1,13,1,3,No
1051,Y,80,40,Sales,Sales Executive,Travel_Frequently,Divorced,15368,2,0,4,3,No
1052,Y,80,18,Sales,Manufacturing Director,Non-Travel,Single,11777,1,10,3,3,No
1053,Y,80,57,Research & Development,Manager,Travel_Rarely,Single,13249,2,2,2,3,Yes
1054,Y,80,32,Research & Development,Manager,Travel_Rarely,Married,14881,1,18,3,4,Yes
1055,Y,80,38,Sales,Laboratory Technician,Travel_Rarely,Divorced,11587,4,17,3,3,No
1056,Y,80,26,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,10791,1,19,1,3,No
1057,Y,80,26,Sales,Research Scientist,Non-Travel,Single,10705,2,1,2,3,No
1058,Y,80,27,Research & Development,Research Scientist,Travel_Rarely,Single,11258,4,6,3,3,No
1059,Y,80,43,Research & Development,Manager,Travel_Frequently,Married,9833,2,7,4,3,No
1060,Y,80,58,Research & Development,Laboratory Technician,Travel_Rarely,Married,16245,4,18,4,3,Yes
1061,Y,80,52,Sales,Sales Executive,Travel_Rarely,Single,17754,3,14,1,3,No
1062,Y,80,42,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,11280,3,9,4,3,No
1063,Y,80,43,Sales,Laboratory Technician,Non-Travel,Married,14577,3,0,4,3,No
1064,Y,80,28,Human Resources,Laboratory Technician,Travel_Rarely,Single,4514,2,5,3,3,No
1065,Y,80,55,Sales,Research Scientist,Travel_Frequently,Single,5969,2,12,4,3,No
1066,Y,80,19,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,6566,4,13,4,3,No
1067,Y,80,24,Human Resources,Manager,Travel_Rarely,Single,4196,4,2,3,3,No
1068,Y,80,35,Research & Development,Laboratory Technician,Travel_Rarely,Single,19173,4,10,1,4,No
1069,Y,80,44,Research & Development,Manager,Travel_Frequently,Married,13345,4,2,1,4,No
1070,Y,80,51,Research & Development,Laboratory Technician,Travel_Rarely,Single,3309,1,18,2,3,No
1071,Y,80,44,Human Resources,Manager,Travel_Frequently,Single,2864,3,9,4,3,Yes
1072,Y,80,34,Research & Development,Manufacturing Director,Travel_Frequently,Married,14055,1,14,3,3,Yes
1073,Y,80,41,Research & Development,Research Scientist,Travel_Rarely,Divorced,7389,1,10,2,3,No
1074,Y,80,42,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,13716,1,14,1,3,No
1075,Y,80,24,Research & Development,Sales Executive,Non-Travel,Married,13978,1,12,1,4,No
1076,Y,80,23,Research & Development,Research Scientist,Travel_Rarely,Married,5003,3,4,3,3,No
1077,Y,80,41,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,16174,1,3,2,4,Yes
1078,Y,80,50,Sales,Sales Executive,Travel_Frequently,Divorced,15772,4,12,2,3,No
1079,Y,80,46,Sales,Laboratory Technician,Travel_Frequently,Divorced,19615,2,8,3,3,Yes
1080,Y,80,39,Sales,Laboratory Technician,Travel_Rarely,Divorced,9959,4,16,3,3,No
1081,Y,80,43,Sales,Manager,Non-Travel,Divorced,13980,2,1,2,4,Yes
1082,Y,80,45,Sales,Research Scientist,Travel_Frequently,Married,8581,4,4,1,3,No
1083,Y,80,38,Research & Development,Laboratory Technician,Travel_Frequently,Single,18805,4,15,4,3,No
1084,Y,80,24,Sales,Research Scientist,Non-Travel,Divorced,11965,2,6,1,4,Yes
1085,Y,80,34,Research & Development,Laboratory Technician,Non-Travel,Divorced,13760,3,0,3,3,No
1086,Y,80,37,Sales,Manager,Travel_Rarely,Single,16922,1,11,2,3,Yes
1087,Y,80,58,Sales,Manufacturing Director,Non-Travel,Single,2946,4,10,2,3,No
1088,Y,80,37,Research & Development,Manager,Travel_Rarely,Single,3564,3,11,4,3,No
1089,Y,80,39,Research & Development,Sales Executive,Non-Travel,Single,9332,1,18,2,3,No
1090,Y,80,45,Sales,Laboratory Technician,Travel_Frequently,Single,6944,3,11,4,3,No
1091,Y,80,57,Research & Development,Sales Executive,Travel_Rarely,Single,18057,3,11,1,3,Yes
1092,Y,80,24,Research & Development,Sales Executive,Travel_Rarely,Married,15877,1,13,1,3,No
1093,Y,80,18,Research & Development,Research Scientist,Travel_Rarely,Single,12139,4,1,2,3,No
1094,Y,80,49,Research & Development,Laboratory Technician,Non-Travel,Single,3308,3,1,2,3,No
1095,Y,80,30,Human Resources,Sales Executive,Travel_Frequently,Married,18770,4,3,3,4,No
1096,Y,80,47,Research & Development,Manufacturing Director,Travel_Rarely,Single,5258,4,19,3,4,No
1097,Y,80,40,Research & Development,Sales Executive,Travel_Rarely,Divorced,6811,4,15,2,3,No
1098,Y,80,36,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,8697,1,9,2,3,No
1099,Y,80,49,Sales,Research Scientist,Travel_Rarely,Single,17775,2,12,1,3,No
1100,Y,80,47,Research & Development,Sales Executive,Travel_Frequently,Married,13039,4,1,2,3,No
1101,Y,80,46,Sales,Manager,Non-Travel,Divorced,3439,2,2,3,3,No
1102,Y,80,46,Research & Development,Research Scientist,Travel_Frequently,Married,13634,2,18,1,3,No
1103,Y,80,47,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,2055,3,5,4,3,Yes
1104,Y,80,33,Research & Development,Research Scientist,Travel_Frequently,Single,2105,4,18,3,3,No
1105,Y,80,57,Sales,Sales Executive,Travel_Rarely,Married,5201,4,19,3,3,No
1106,Y,80,36,Sales,Laboratory Technician,Non-Travel,Married,17184,4,18,1,3,No
1107,Y,80,35,Research & Development,Laboratory Technician,Non-Travel,Married,2669,2,7,4,3,No
1108,Y,80,18,Research & Development,Manufacturing Director,Non-Travel,Divorced,14663,1,13,3,3,No
1109,Y,80,31,Research & Development,Manufacturing Director,Travel_Rarely,Divorced,2966,2,9,2,3,No
1110,Y,80,19,Sales,Laboratory Technician,Travel_Frequently,Divorced,18691,4,2,3,4,No
1111,Y,80,45,Research & Development,Manufacturing Director,Non-Travel,Single,13656,4,5,1,3,Yes
1112,Y,80,47,Sales,Research Scientist,Travel_Rarely,Divorced,17893,4,14,1,3,Yes
1113,Y,80,55,Human Resources,Manager,Travel_Rarely,Single,15089,2,17,1,3,No
1114,Y,80,21,Sales,Manager,Travel_Frequently,Married,18493,4,13,3,3,No
1115,Y,80,18,Research & Development,Research Scientist,Non-Travel,Married,5632,3,18,4,3,No
1116,Y,80,25,Sales,Manager,Travel_Rarely,Single,7684,4,9,2,3,No
1117,Y,80,46,Human Resources,Sales Executive,Travel_Frequently,Divorced,15266,1,14,1,3,No
1118,Y,80,56,Research & Development,Research Scientist,Non-Travel,Single,18940,3,3,4,3,No
1119,Y,80,20,Sales,Manufacturing Director,Travel_Frequently,Married,2104,4,1,2,3,No
1120,Y,80,49,Research & Development,Research Scientist,Travel_Frequently,Married,4047,3,2,1,3,No
1121,Y,80,27,Sales,Laboratory Technician,Travel_Rarely,Single,18529,4,6,2,3,No
1122,Y,80,27,Sales,Manufacturing Director,Travel_Rarely,Divorced,19257,1,15,2,4,No
1123,Y,80,36,Human Resources,Laboratory Technician,Travel_Rarely,Divorced,18682,4,9,4,3,No
1124,Y,80,51,Research & Development,Manufacturing Director,Travel_Frequently,Single,10837,3,18,2,3,No
1125,Y,80,50,Research & Development,Manager,Travel_Rarely,Single,17407,1,16,1,3,No
1126,Y,80,40,Research & Development,Research Scientist,Travel_Frequently,Divorced,8382,2,18,4,3,No
1127,Y,80,45,Research & Development,Sales Executive,Travel_Frequently,Married,2783,1,4,3,3,No
1128,Y,80,49,Sales,Manufacturing Director,Travel_Rarely,Single,2370,1,19,3,3,No
1129,Y,80,24,Sales,Manufacturing Director,Non-Travel,Divorced,17908,1,12,4,3,No
1130,Y,80,46,Research & Development,Laboratory Technician,Non-Travel,Divorced,2486,3,12,3,3,No
1131,Y,80,25,Human Resources,Manager,Non-Travel,Married,16500,1,10,2,4,No
1132,Y,80,18,Sales,Laboratory Technician,Travel_Frequently,Married,5196,4,10,1,3,No
1133,Y,80,20,Sales,Laboratory Technician,Travel_Frequently,Married,11552,1,15,2,3,No
1134,Y,80,41,Research & Development,Manager,Travel_Frequently,Married,4261,1,14,4,3,No
1135,Y,80,40,Human Resources,Sales Executive,Travel_Rarely,Married,12813,4,16,1,3,No
1136,Y,80,25,Sales,Laboratory Technician,Travel_Frequently,Single,11148,4,17,4,3,No
1137,Y,80,54,Research & Development,Laboratory Technician,Travel_Rarely,Divorced,10572,2,18,4,4,No
1138,Y,80,20,Research & Development,Manufacturing Director,Travel_Rarely,Single,17008,1,3,4,3,No
1139,Y,80,50,Sales,Manager,Non-Travel,Single,15085,3,4,2,3,No
1140,Y,80,45,Sales,Research Scientist,Non-Travel,Single,18622,1,6,1,4,No
1141,Y,80,25,Research & Development,Sales Executive,Non-Travel,Single,8843,1,1,1,3,No
1142,Y,80,51,Human Resources,Sales Executive,Travel_Rarely,Single,3105,4,0,1,3,No
1143,Y,80,52,Sales,Manager,Travel_Rarely,Married,19770,2,11,2,3,No
1144,Y,80,49,Research & Development,Manufacturing Director,Travel_Rarely,Married,12441,1,9,3,3,No
1145,Y,80,41,Research & Development,Manufacturing Director,Travel_Frequently,Divorced,11719,3,7,2,3,No
1146,Y,80,31,Research & Development,Manager,Travel_Rarely,Single,4691,1,0,2,3,No
1147,Y,80,49,Research & Development,Manufacturing Director,Non-Travel,Divorced,13864,3,11,4,3,Yes
1148,Y,80,33,Research & Development,Sales Executive,Non-Travel,Married,3996,4,1,1,3,No
1149,Y,80,21,Research & Development,Sales Executive,Travel_Rarely,Married,3425,2,9,1,3,No
1150,Y,80,54,Research & Development,Research Scientist,Travel_Rarely,Married,18378,1,16,3,3,No
1151,Y,80,38,Research & Development,Manager,Non-Travel,Single,8849,2,2,3,3,No
1152,Y,80,31,Research & Development,Laboratory Technician,Travel_Rarely,Single,5247,1,6,4,3,No
1153,Y,80,48,Research & Development,Laboratory Technician,Non-Travel,Married,3490,3,11,1,3,Yes
1154,Y,80,35,Sales,Research Scientist,Travel_Frequently,Divorced,19608,2,7,3,3,No
1155,Y,80,24,Research & Development,Research Scientist,Non-Travel,Divorced,16310,1,19,3,3,No
1156,Y,80,27,Research & Development,Manufacturing Director,Travel_Frequently,Married,19216,4,11,1,4,No
1157,Y,80,24,Sales,Research Scientist,Travel_Rarely,Divorced,17401,3,2,2,3,No
1158,Y,80,50,Research & Development,Research Scientist,Travel_Rarely,Married,14884,2,16,3,3,No
1159,Y,80,40,Research & Development,Laboratory Technician,Travel_Frequently,Divorced,6795,1,8,1,4,No
1160,Y,80,38,Sales,Manufacturing Director,Travel_Rarely,Married,3646,2,9,3,3,Yes
1161,Y,80,36,Research & Development,Research Scientist,Travel_Frequently,Divorced,18142,1,5,4,3,No
1162,Y,80,36,Sales,Research Scientist,Travel_Rarely,Single,16306,3,0,3,3,Yes
1163,Y,80,53,Sales,Manufacturing Director,Non-Travel,Married,18824,4,11,1,3,No
1164,Y,80,46,Research & Development,Manager,Travel_Rarely,Married,7956,3,4,3,3,No
1165,Y,80,35,Sales,Manufacturing Director,Non-Travel,Divorced,15928,2,12,4,3,No
1166,Y,80,19,Research & Development,Laboratory Technician,Non-Travel,Married,11721,2,14,4,3,No
1167,Y,80,18,Research & Development,Manager,Travel_Frequently,Married,13157,1,10,3,3,Yes
1168,Y,80,22,Research & Development,Sales Executive,Travel_Rarely,Married,4367,3,7,3,3,Yes
1169,Y,80,37,Research & Development,Manufacturing Director,Travel_Frequently,Single,8696,1,4,4,3,Yes
1170,Y,80,28,Sales,Laboratory Technician,Travel_Rarely,Single,7190,3,1,4,3,Yes
1171,Y,80,59,Research & Development,Manager,Non-Travel,Divorced,6663,2,11,2,3,No
1172,Y,80,19,Sales,Manufacturing Director,Non-Travel,Single,9062,1,1,2,4,No
1173,Y,80,20,Research & Development,Research Scientist,Travel_Rarely,Divorced,6331,1,15,4,3,No
1174,Y,80,40,Human Resources,Manufacturing Director,Travel_Rarely,Single,13880,3,2,3,3,No
1175,Y,80,29,Sales,Sales Executive,Travel_Frequently,Divorced,18246,4,9,1,3,No
1176,Y,80,37,Research & Development,Manufacturing Director,Travel_Rarely,Single,5262,3,18,3,4,No
1177,Y,80,22,Research & Development,Manager,Travel_Rarely,Single,15320,4,7,3,3,No
1178,Y,80,54,Research & Development,Manager,Travel_Rarely,Divorced,9036,3,6,2,3,No
1179,Y,80,55,Research & Development,Manufacturing Director,Travel_Frequently,Married,6677,2,0,2,4,No
